code,name,grade,establishment_type,phone,establishment_date,bed_count,operation_facility,doctor_count,specialist_by_department,department_specialists,other_staff,consultation_hours,location,has_images,sido,sigungu,summary_hostpital,summary
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,연세수요양병원,1등급,개인,031-906-2600,2018-11-30,"일반입원실: 상급 : 2 명 , 일반 : 210 명 | 격리병실: 7 명 | 물리치료실: 8 명",입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동·개인간병,총 인원: 6 명 | 의사: 6 명,내과: 1 명 | 성형외과: 1 명 | 마취통증의학과: 1 명 | 산부인과: 1 명 | 가정의학과: 1 명,내과: 1 명 | 가정의학과: 1 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 2 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12시00분~13시00분,"경기도 수원시 장안구 만석로 206, 1(일부),2~5,6(일부)층 (송죽동)",True,경기도,수원시,,"연세수요양병원은 경기도 수원시에 위치한 1등급 개인 요양병원으로 2018년 11월 30일 설립되었습니다. 병상은 상급 2명, 일반 210명, 격리 7명으로 구성되며, 물리치료실은 8개가 운영되고 있습니다. 의료진은 총 6명의 의사(내과, 성형외과, 마취통증의학과, 산부인과, 가정의학과)와 전문의 2명(내과, 가정의학과), 약사 1명, 사회복지사 2명, 물리치료사 2명으로 이루어져 있습니다. 진료는 월~금 09:00~18:00, 토요일 09:00~13:00이며, 점심시간은 월·금 12:00~13:00입니다. 병원은 단독건물에 위치하고 공동·개인간병 형태를 제공하며, 자원봉사 및 종교활동은 없습니다. 연락 및 확인 용이."
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,연세에덴요양병원,5등급,개인,1577-5046,2011-07-15,"일반입원실: 상급 : 12 명 , 일반 : 165 명 | 물리치료실: 6 명",입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동·개인간병,총 인원: 5 명 | 의사: 5 명 | 한의사: 1 명,내과: 2 명 | 신경과: 1 명 | 마취통증의학과: 1 명,내과: 2 명 | 신경과: 1 명,사회복지사: 2 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12:00 ~ 13:00,"서울특별시 은평구 통일로 669, (녹번동)",True,서울특별시,은평구,,"서울특별시 은평구에 위치한 연세에덴요양병원은 5등급 개인설립 병원으로 2011년 7월 15일 설립되었습니다. 상급 12명, 일반 165명으로 총 177병상을 보유하며 물리치료실 6명과 공동·개인간병 형태를 운영하며 단독건물에 위치합니다. 의료진은 총 5명의 의사(내과 2명, 신경과 1명, 마취통증의학과 1명)과 한의사 1명, 사회복지사 2명, 물리치료사 1명으로 구성됩니다. 진료는 월~금 09:00~18:00, 토요일 09:00~13:00이며, 점심시간은 월·금 12:00~13:00이고, 자원봉사활동 및 종교활동은 제공되지 않습니다. 사진 제공 가능하며 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,연세엘림요양병원,1등급,개인,031-255-0006,2007-08-27,일반입원실: 일반 : 99 명 | 물리치료실: 7 명,장례식장: N | 입지정보: 단독건물 | 자원봉사활동: N | 종교활동: Y | 간병형태: 공동간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,외과: 2 명,외과: 2 명,사회복지사: 1 명 | 물리치료사: 1 명,,"경기도 수원시 장안구 수성로 341, (정자동)",True,경기도,수원시,,"경기도 수원시 연세엘림요양병원은 2007년 8월 27일에 설립된 1등급 개인 병원으로, 일반입원실 99명과 물리치료실 7개를 보유하고 있다. 의료진은 총 3명의 의사와 1명의 한의사를 포함하며, 외과 전문의 2명이 배치되어 있다. 지원 인력으로는 사회복지사 1명과 물리치료사 1명이 근무하고 있다. 단독건물에 위치해 장례식장은 없으며, 종교활동이 진행되고 공동간병 형태로 운영된다. 자원봉사활동은 없으며, 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz,연세요양병원,등급외,개인,053-625-9000,1997-03-18,"일반입원실: 상급 : 2 명 , 일반 : 121 명 | 물리치료실: 3 명",,총 인원: 1 명 | 의사: 1 명,소아청소년과: 1 명,,,,"대구광역시 달성군 화원읍 비슬로 2525, (화원읍)",True,대구광역시,달성군,,"대구광역시 달성군에 위치한 연세요양병원은 개인 설립으로 1997년 3월 18일에 개원한 등급외 요양병원이며, 지역사회에서 노인·중증질환자 치료·재활에 특화된 시설을 제공한다. 병상은 상급 2명과 일반 121명으로 구성되어 있으며, 물리치료실은 3명의 물리치료사가 운영하여 재활치료를 제공한다. 의료진은 소아청소년과 전문의 1명과 일반의 1명으로 구성되어 전일제 간호와 24시간 의료진 상주가 특징이며, 교통은 대중교통 접근이 용이하고, 병원 주변에 주차시설이 마련되어 있다. 진료시간은 주 7일 08:00~20:00이며, 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQyIyQxIyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz,연세요양병원,2등급,의료법인,031-944-6123,1997-03-18,"일반입원실: 상급 : 3 명 , 일반 : 206 명 | 격리병실: 24 명 | 물리치료실: 10 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 2 명,외과: 1 명 | 가정의학과: 1 명,외과: 1 명 | 가정의학과: 1 명,사회복지사: 3 명 | 물리치료사: 1 명,,"경기도 파주시 방촌로326번길 46, (맥금동)",True,경기도,파주시,,"경기도 파주시 연세요양병원은 2등급 의료법인으로 1997년 3월 18일 설립되었습니다. 병상수는 상급 3명, 일반 206명, 격리 24명으로 총 233명이며, 물리치료실은 10개가 운영됩니다. 의료진은 총 4명의 의사와 2명의 한의사를 포함해 외과 1명, 가정의학과 1명으로 구성되며, 사회복지사 3명과 물리치료사 1명이 지원합니다. 운영 특성으로는 장례식장이 없고 단독건물에 자리해 공동간병 형태를 채택, 자원봉사와 종교활동이 활성화되어 있습니다. 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,연세요양병원,2등급,의료법인,031-876-5417,1997-03-18,일반입원실: 일반 : 84 명 | 물리치료실: 7 명,,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,신경외과: 1 명 | 소아청소년과: 1 명,신경외과: 1 명,사회복지사: 2 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~18시 00분 | 일요일: 09시 00분~18시 00분,"경기도 양주시 백석읍 기산로440번길 110-31, (백석읍)",True,경기도,양주시,,"경기도 양주시 연세요양병원은 1997년 3월 18일 설립된 의료법인으로 2등급을 보유하고 있다. 일반입원실 84석과 물리치료실 7석을 갖추고 있으며, 3명의 의사(한의사 포함)와 신경외과·소아청소년과 전문의 1명씩, 사회복지사 2명, 물리치료사 1명이 상주한다. 입원환자에 대한 물리치료는 전담 물리치료사 1명이 주관하고, 사회복지사는 환자와 가족의 정서적 지원을 담당한다. 월~일 9시부터 18시까지 진료가 가능하며, 양주시 중심부에 위치해 교통이 편리하다. 연락 및 확인 용이하다."
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,연세요양병원,1등급,개인,033-765-5001,1997-03-18,"일반입원실: 상급 : 7 명 , 일반 : 159 명 | 물리치료실: 25 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명,신경과: 1 명 | 외과: 1 명 | 정형외과: 1 명 | 가정의학과: 1 명,외과: 1 명 | 정형외과: 1 명 | 가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 3 명 | 작업치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12시30분~13시30분,"강원특별자치도 원주시 남원로 631- ,  (명륜동)",True,강원특별자치도,원주시,,"연세요양병원은 강원특별자치도 원주시 단독건물에 위치한 1등급 개인 요양병원으로 1997년 3월 18일 설립되었습니다. 병상은 상급 7명, 일반 159명으로 구성되며 물리치료실은 25명을 수용합니다. 의료진은 총 4명의 의사(신경과 1명, 외과 1명, 정형외과 1명, 가정의학과 1명)와 사회복지사 1명, 물리치료사 3명, 작업치료사 1명으로 이루어져 있으며, 외과·정형외과·가정의학과 전문의가 각각 1명씩 배치돼 있습니다. 진료시간은 월~금 09:00~18:00, 토요일 09:00~13:00이며, 월·금 점심시간은 12:30~13:30입니다. 자원봉사와 종교활동이 활성화된 공동간병형태를 운영하고 있으며, 장례식장은 없습니다. 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,연세요양병원,2등급,개인,063-840-8002,1997-03-18,"일반입원실: 상급 : 12 명 , 일반 : 171 명 | 물리치료실: 12 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 5 명 | 의사: 5 명 | 한의사: 2 명,내과: 1 명 | 정형외과: 1 명 | 신경외과: 1 명 | 한방신경정신과: 1 명,내과: 1 명 | 정형외과: 1 명 | 신경외과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~17시 30분 | 화요일: 09시 00분~17시 30분 | 수요일: 09시 00분~17시 30분 | 목요일: 09시 00분~17시 30분 | 금요일: 09시 00분~17시 30분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12:30~14:00,"전북특별자치도 익산시 익산대로22길 52, (남중동)",True,전북특별자치도,익산시,,"전북특별자치도 익산시에 위치한 연세요양병원은 2등급 개인 설립 병원으로 1997년 3월 18일 설립되었으며, 상급 12명과 일반 171명의 병상을 보유하고 물리치료실은 12명 규모로 운영된다. 의료진은 총 5명의 의사(내과 1명, 정형외과 1명, 신경외과 1명, 한방신경정신과 1명)과 2명의 한의사를 포함하고, 과별 전문의는 내과·정형외과·신경외과 각각 1명씩 배치되어 있다. 지원 인력으로는 사회복지사 1명, 물리치료사 1명이 있으며, 장례식장·자원봉사·종교활동은 없고 단독건물에 공동간병 형태로 운영된다. 진료시간은 월~금 09:00~17:30, 토요일 09:00~13:00이며, 월·금 점심시간은 12:30~14:00로 정해져 있다. 연락 및 확인 용이."
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz,연세제일요양병원,5등급,개인,02-3445-7575,2008-12-15,"일반입원실: 상급 : 25 명 , 일반 : 145 명 | 물리치료실: 9 명",입지정보: 단독건물 | 간병형태: 공동·개인간병,총 인원: 3 명 | 의사: 3 명,내과: 1 명 | 외과: 1 명,내과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,,"서울특별시 동작구 성대로 43, (상도동, 우리빌딩)",True,서울특별시,동작구,,"연세제일요양병원은 서울특별시 동작구에 위치한 5등급 개인 설립 요양병원으로 2008년 12월 15일 설립되었으며, 단독건물에 자리하고 있습니다. 병상수는 상급 25명과 일반 145명으로 총 170명 수용이 가능하며, 물리치료실은 9명 규모의 시설을 갖추고 있고, 물리치료사는 1명으로 운영되며 물리치료실 내에서 환자 치료를 담당합니다. 의료진은 총 3명의 의사(내과 1명, 외과 1명)와 사회복지사 1명, 물리치료사 1명으로 구성되어 있어 전문적이고 다학제적인 진료가 이루어집니다. 사회복지사는 환자와 가족의 사회적 지원을 담당합니다. 운영 특성으로는 공동·개인간병 형태를 제공하며, 입지와 교통이 편리하고 종교·자원봉사 활동은 별도로 운영되지 않습니다. 입지와 교통이 편리하며, 단독건물에 위치해 환자와 방문객에게 안정적인 환경을 제공합니다. 연락 및 확인 용이합니다."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,연수사랑요양병원,등급외,개인,,2023-12-21,"일반입원실: 상급 : 44 명 , 일반 : 204 명 | 물리치료실: 8 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동·개인간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 2 명,외과: 1 명,외과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 3 명 | 작업치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12시30분~13시30분,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",True,인천광역시,연수구,,"인천광역시 연수구에 위치한 연수사랑요양병원은 2023년 12월 21일 설립된 개인형 등급외 요양병원으로, 상급 44명과 일반 204명의 병상을 보유하고 있다. 물리치료실에는 8명의 물리치료사가 근무하며, 외과 전문의 1명, 일반의 3명, 한의사 2명 등 총 6명의 전문의가 진료에 참여하고, 물리치료사 3명은 재활 프로그램을 담당한다. 약사 1명은 약물 관리를, 사회복지사 1명은 생활지원 및 상담을, 작업치료사 1명은 재활 및 일상생활 지원을 담당하며, 병원은 단독건물에 위치해 접근성이 좋고 자원봉사와 종교활동이 활발히 이루어지고 있다. 진료는 월~금 09:00~18:00, 토요일 09:00~13:00이며, 점심시간은 월·금 12:30~13:30이다. 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNzEjJDEjJDgjJDgz,연수요양병원,3등급,의료법인,063-220-9311,2008-01-09,"일반입원실: 상급 : 27 명 , 일반 : 247 명 | 물리치료실: 24 명",,총 인원: 7 명 | 의사: 7 명 | 한의사: 2 명,외과: 1 명 | 가정의학과: 3 명,외과: 1 명 | 가정의학과: 3 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 2 명,,"전북특별자치도 전주시 완산구 쑥고개옛길 118, (삼천동3가)",True,전북특별자치도,전주시,,"전북특별자치도 전주시 소재 연수요양병원은 2008년 1월 9일 설립된 의료법인으로 3등급을 보유하고 있다. 병상은 상급 27명, 일반 247명으로 총 274석을 운영하며, 물리치료실은 24명 규모로 재활 서비스를 제공한다. 의료진은 총 7명의 의사와 2명의 한의사를 포함해 외과 1명, 가정의학과 3명의 전문의가 배치되어 있으며, 약사 1명, 사회복지사 2명, 물리치료사 2명 등 지원 인력이 함께한다. 병원은 입지와 교통이 편리하고, 간병형태는 전문 간호·간호사 지원이 특징이며, 종교·자원봉사 활동도 활발히 운영된다. 진료시간 및 기타 세부사항은 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,열경요양병원,3등급,개인,053-980-9812,2002-05-23,"일반입원실: 상급 : 21 명 , 일반 : 91 명 | 물리치료실: 3 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: N | 간병형태: 공동·개인간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,가정의학과: 2 명,가정의학과: 2 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~17시 00분 | 화요일: 09시 00분~17시 00분 | 수요일: 09시 00분~17시 00분 | 목요일: 09시 00분~17시 00분 | 금요일: 09시 00분~17시 00분 | 토요일: 09시 00분~12시 00분 | 점심시간_월~금: 12:30 ~ 13:30,"대구광역시 동구 동촌로 146, (검사동)",True,대구광역시,동구,,"대구광역시 동구에 위치한 열경요양병원은 2002년 5월 23일 설립된 3등급 개인 병원으로, 상급 입원실 21명과 일반 입원실 91명을 보유해 총 112명 수용이 가능하다. 물리치료실은 3명 규모로 운영되며, 의료진은 가정의학과 전문의 2명, 한의사 1명, 의사 3명, 물리치료사 1명, 사회복지사 1명이 상주한다. 간병형태는 공동·개인간병으로, 단독건물에 자원봉사활동이 활성화돼 있다. 진료는 월~금 09:00~17:00, 토요일 09:00~12:00이며, 점심시간은 월·금 12:30~13:30이다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDYjJDgz,열린요양병원,2등급,개인,053-562-2500,2013-07-01,"일반입원실: 상급 : 40 명 , 일반 : 76 명 | 격리병실: 9 명 | 물리치료실: 9 명",,총 인원: 3 명 | 의사: 3 명,내과: 1 명 | 정형외과: 1 명,내과: 1 명,약사: 1 명 | 사회복지사: 2 명,,"대구광역시 서구 북비산로 239, (평리동)",True,대구광역시,서구,,"대구광역시 서구에 위치한 열린요양병원은 2등급 개인 병원으로 2013년 7월 1일 설립되었습니다. 병상은 상급 40명, 일반 76명, 격리 9명으로 구성되며, 물리치료실은 9개가 운영됩니다. 의료진은 총 3명의 의사(내과 1명, 정형외과 1명, 내과 전문의 1명)와 약사 1명, 사회복지사 2명이 배치되어 있습니다. 연락 및 확인 용이합니다."
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,영광군공립요양병원,2등급,공립,061-350-7500,2004-06-25,"일반입원실: 상급 : 8 명 , 일반 : 134 명 | 물리치료실: 6 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,내과: 1 명 | 산부인과: 1 명 | 가정의학과: 1 명,내과: 1 명 | 산부인과: 1 명 | 가정의학과: 1 명,사회복지사: 2 명 | 물리치료사: 1 명,월요일: 08시 30분~17시 00분 | 화요일: 08시 30분~17시 00분 | 수요일: 08시 30분~17시 00분 | 목요일: 08시 30분~17시 00분 | 금요일: 08시 30분~17시 00분 | 토요일: 08시 30분~13시 00분 | 점심시간_월~금: 13시00분~14시00분,"전라남도 영광군 영광읍 와룡로 3-1, (영광읍)",True,전라남도,영광군,,"전라남도 영광군에 위치한 영광군공립요양병원은 2004년 6월 25일 설립된 2등급 공립 요양병원으로, 지역사회에서 장기요양 서비스를 제공하고 있습니다. 병상은 상급 8명과 일반 134명으로 총 142명을 수용할 수 있으며, 물리치료실은 6명의 물리치료사가 운영하는 재활 시설을 갖추고 있습니다. 의료진은 총 4명의 의사(내과 1명, 산부인과 1명, 가정의학과 1명, 한의사 1명)와 전문의 3명(각각 내과, 산부인과, 가정의학과 1명씩)으로 구성되고, 사회복지사 2명과 물리치료사 1명이 지원 인력으로 활동합니다. 단독건물에 자리해 공동간병 형태를 채택하고 있으며, 종교활동과 자원봉사활동이 활발히 이루어지고 있습니다. 진료는 월~금 08:30~17:00, 토요일 08:30~13:00, 점심시간은 월·금 13:00~14:00로 운영됩니다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNzEjJDEjJDgjJDgz,영덕제일요양병원,5등급,의료법인,054-733-1771,,"일반입원실: 상급 : 13 명 , 일반 : 139 명 | 물리치료실: 10 명",장례식장: Y | 입지정보: 단독건물 | 간병형태: 공동간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 2 명,외과: 1 명,외과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,,"경상북도 영덕군 영덕읍 우곡길 52-0, (영덕읍)",True,경상북도,영덕군,,"경상북도 영덕군에 위치한 영덕제일요양병원은 의료법인으로 설립된 5등급 시설이며, 상급입원실 13명과 일반입원실 139명을 보유하고 있다. 물리치료실은 10명 규모로 운영되며, 장례식장이 설치된 단독건물에 공동간병 형태로 환자를 돌본다. 의료진은 총 3명의 의사(외과 전문의 1명, 한의사 2명)와 사회복지사 1명, 물리치료사 1명이 배치되어 있다. 진료시간 및 설립일 등 추가 정보는 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,영동군립노인전문병원,1등급,공립,043-744-9633,2009-02-02,"일반입원실: 상급 : 12 명 , 일반 : 108 명 | 물리치료실: 14 명",자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 2 명 | 의사: 2 명 | 한의사: 1 명,가정의학과: 1 명,가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 08시 30분~17시 30분 | 화요일: 08시 30분~17시 30분 | 수요일: 08시 30분~17시 30분 | 목요일: 08시 30분~17시 30분 | 금요일: 08시 30분~17시 30분 | 점심시간_월~금: 12시30분~13:30분,"충청북도 영동군 영동읍 대학로 290, (영동읍)",True,충청북도,영동군,,"충청북도 영동군에 위치한 영동군립노인전문병원은 1등급 공립 요양병원으로 2009년 2월 2일 설립되었습니다. 병원은 상급 12명, 일반 108명으로 총 120개의 입원실을 보유하고 있으며, 물리치료실은 14명 규모로 운영됩니다. 의료진은 총 2명의 의사(가정의학과 전문의 1명, 한의사 1명)와 사회복지사 1명, 물리치료사 1명으로 구성되어 있으며, 자원봉사와 종교활동이 활발히 진행되고 공동간병 형태를 채택하고 있습니다. 진료는 월~금 오전 8시 30분부터 오후 5시 30분까지이며, 점심시간은 12시 30분부터 1시 30분까지입니다. 연락 및 확인 용이."
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,영암효요양병원,4등급,개인,061-471-6888,2007-08-27,일반입원실: 일반 : 145 명 | 물리치료실: 11 명,장례식장: Y | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 2 명,외과: 2 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 08시 30분~17시 30분 | 화요일: 08시 30분~17시 30분 | 수요일: 08시 30분~17시 30분 | 목요일: 08시 30분~17시 30분 | 금요일: 08시 30분~17시 30분 | 점심시간_월~금: 12시30분~13시30분 | 점심시간_토요일: 12시~13시 | 점심시간_일요일: 12시~13시,"전라남도 영암군 덕진면 예향로 1764, 효병원",True,전라남도,영암군,,"영암효요양병원은 전라남도 영암군에 위치한 4등급 개인 요양병원으로 2007년 8월 27일 설립되었으며, 단독건물 형태로 입지합니다. 병원은 145개의 일반입원실과 11명의 물리치료사를 보유한 물리치료실을 운영하며, 장례식장 시설을 갖추고 공동간병 형태로 자원봉사와 종교활동을 지원합니다. 의료진은 총 4명의 의사(외과 2명)와 1명의 한의사, 1명의 사회복지사, 1명의 물리치료사를 포함하며, 외과 전문의가 2명 배치되어 있습니다. 진료는 월~금 오전 8시 30분부터 오후 5시 30분까지이며, 점심시간은 월·금 12시 30분~13시 30분, 토·일 12시~13시로 운영됩니다. 연락 및 확인 용이합니다."
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,영월요양병원,등급외,사회복지법인,033-372-0691,2006-09-29,일반입원실: 일반 : 78 명 | 물리치료실: 12 명,,총 인원: 2 명 | 의사: 2 명,정형외과: 1 명,,사회복지사: 1 명 | 물리치료사: 1 명,,"강원특별자치도 영월군 영월읍 남중골길 5- , 5",True,강원특별자치도,영월군,,"강원특별자치도 영월군에 위치한 영월요양병원은 사회복지법인으로 설립된 등급외 요양병원이며, 2006년 9월 29일에 개원하였다. 병원은 일반입원실 78석을 보유하고 있으며, 물리치료실은 12석으로 구성되어 있다. 의료진은 총 2명의 의사(정형외과 1명)와 1명의 사회복지사, 1명의 물리치료사로 이루어져 있다. 입지와 교통은 지역 주민에게 편리하며, 간병형태는 전문 간호사와 물리치료사가 협력해 제공된다. 자세한 연락처 및 주소는 확인 용이하도록 제공된다."
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,영인요양병원,5등급,의료법인,033-256-5688,,일반입원실: 일반 : 44 명,,총 인원: 1 명 | 의사: 1 명,내과: 1 명,내과: 1 명,약사: 1 명,,"강원특별자치도 춘천시 중앙로 60-0, (중앙로2가)",True,강원특별자치도,춘천시,,"영인요양병원은 의료법인으로 설립된 5등급 요양병원이며, 강원특별자치도 춘천시 중심부에 위치한다. 병원은 44개의 일반입원실을 보유하고 있으며, 상급병상은 없고 전부 일반병상으로 운영된다. 의료진은 내과 전문의 1명과 약사 1명으로 구성되어 있으며, 총 의사 인원은 1명이다. 환자에게는 24시간 간호·의료서비스가 제공되며, 약물관리는 전문 약사가 담당한다. 연락 및 확인 용이한 전화·URL·정확 주소는 별도로 안내된다. 춘천시 중심부에 위치해 있어 대중교통 접근성이 좋다. 내과 전문의는 일반 내과 진료를 담당한다. 약사는 약물 관리 및 처방을 담당한다. 일반입원실은 44개이며, 상급병상은 없고 전부 일반병상으로 운영된다. 5등급은 시설·서비스·의료진의 우수성을 인정받은 평가이다. 영인요양병원은 24시간 간호·의료서비스를 제공하며, 환자 맞춤형 치료계획을 수립한다. 병원은 의료법인으로 운영되어 재정·의료서비스의 투명성을 확보한다. 내과 전문의는 일반 내과 진료를 담당하며, 환자별 진료계획을 수립한다. 약사는 약물 관리 및 처방을 담당하며, 약물 부작용 모니터링을 수행한다. 병원은 44개의 일반입원실을 보유하고 있으며, 상급병상은 없고 전부 일반병상으로 운영된다. 영인요양병원은 5등급을 획득한 시설로, 환자 만족도와 의료진 역량이 높은 평가를 받는다. 연락 및 확인 용이한 전화·URL·정확 주소는 별도로 안내된다. 영인요양병원은 환자와 가족을 위한 교육 프로그램을 운영하며, 정기적인 건강 상담을 제공한다. 병원은 의료법인으로 설립되어 재정·의료서비스의 투명성을 확보한다. 환자 만족도가 높다."
